Logged,eventSubClass,pAttackPhase,tags,dhost,app,remarks,dpt,shost,hostName,tacticId
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.92,HTTP,"[""IP address: 172.30.2.92"", ""Port: 88""]",88,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.11,HTTP,"[""IP address: 172.30.3.11"", ""Port: 83""]",83,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.62,HTTP,"[""IP address: 10.102.104.62"", ""Port: 8090""]",8090,10.102.104.48,10.102.104.62,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.11,HTTP,"[""IP address: 172.30.3.11"", ""Port: 81""]",81,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.51,HTTP,"[""IP address: 10.102.104.51"", ""Port: 49586""]",49586,10.102.104.48,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.49,HTTP,"[""IP address: 10.102.104.49"", ""Port: 2380""]",2380,10.102.104.48,etcd3,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.11,HTTP,"[""IP address: 172.30.3.11"", ""Port: 84""]",84,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.82.52,HTTP,"[""IP address: 172.30.82.52"", ""Port: 83""]",83,172.30.81.73,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.52,HTTP,"[""IP address: 10.102.104.52"", ""Port: 55564""]",55564,10.102.104.48,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.3.10,HTTP,"[""IP address: 172.30.3.10"", ""Port: 81""]",81,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.37,HTTP,"[""IP address: 172.30.14.37"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,152.114.96.151,TLS,"[""IP address: 152.114.96.151"", ""Port: 11000""]",11000,152.114.96.150,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.2.94,HTTP,"[""IP address: 172.30.2.94"", ""Port: 82""]",82,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Login Success,Lateral Movement,,10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",35532,10.102.104.53,,"[""TA0008""]"
13/09/2023 06:59,Port Mis-use,,,172.30.2.93,HTTP,"[""IP address: 172.30.2.93"", ""Port: 84""]",84,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.14.21,HTTP,"[""IP address: 172.30.14.21"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.48,HTTP,"[""IP address: 10.102.104.48"", ""Port: 2380""]",2380,10.102.104.47,etcd2,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.82.53,HTTP,"[""IP address: 172.30.82.53"", ""Port: 82""]",82,172.30.81.73,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.48,HTTP,"[""IP address: 10.102.104.48"", ""Port: 2380""]",2380,10.102.104.49,etcd2,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.51,HTTP,"[""IP address: 10.102.104.51"", ""Port: 57536""]",57536,10.102.104.48,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.52,HTTP,"[""IP address: 10.102.104.52"", ""Port: 60986""]",60986,10.102.104.48,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.3.11,HTTP,"[""IP address: 172.30.3.11"", ""Port: 88""]",88,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.2.91,HTTP,"[""IP address: 172.30.2.91"", ""Port: 81""]",81,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.82.52,HTTP,"[""IP address: 172.30.82.52"", ""Port: 83""]",83,172.30.81.72,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.82.53,HTTP,"[""IP address: 172.30.82.53"", ""Port: 82""]",82,172.30.81.72,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.2.92,HTTP,"[""IP address: 172.30.2.92"", ""Port: 87""]",87,172.30.3.68,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.49,HTTP,"[""IP address: 10.102.104.49"", ""Port: 2380""]",2380,10.102.104.48,etcd3,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.47,HTTP,"[""IP address: 10.102.104.47"", ""Port: 2380""]",2380,10.102.104.48,etcd1,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.82.52,HTTP,"[""IP address: 172.30.82.52"", ""Port: 83""]",83,172.30.81.73,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.127.9,HTTP,"[""IP address: 10.102.127.9"", ""Port: 7777""]",7777,10.102.127.10,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.14.37,HTTP,"[""IP address: 172.30.14.37"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,192.168.141.59,POP3,"[""IP address: 192.168.141.59"", ""Port: 62301""]",62301,192.168.141.33,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.45,couchbase,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,192.168.141.52,HTTP,"[""IP address: 192.168.141.52"", ""Port: 8092""]",8092,192.168.113.11,192.168.141.52,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,192.168.141.65,POP3,"[""IP address: 192.168.141.65"", ""Port: 56196""]",56196,192.168.141.33,,"[""TA0011""]"
13/09/2023 06:59,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.14.22,HTTP,"[""URL: http://reg-uat-nnr-cb1.health.local:8091/pools/default/bucketsStreaming/persisted-cache?bucket_uuid=1e2afded2fb2f5382c693112b41f42a5""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,
13/09/2023 06:59,Port Mis-use,,,172.30.14.22,HTTP,"[""IP address: 172.30.14.22"", ""Port: 8092""]",8092,172.30.14.28,172.30.14.22,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,172.29.100.99,TLS,"[""IP address: 172.29.100.99"", ""Port: 5275""]",5275,172.29.100.158,,"[""TA0011""]"
13/09/2023 06:59,Login Success,Lateral Movement,,10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",62533,10.5.141.10,,"[""TA0008""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.46,HTTP,"[""IP address: 10.102.104.46"", ""Port: 8090""]",8090,10.102.104.48,10.102.104.46,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.5.141.10,SSH,"[""IP address: 10.5.141.10"", ""Port: 6973""]",6973,10.5.141.11,,"[""TA0011""]"
13/09/2023 06:59,Port Mis-use,,,10.102.104.62,HTTP,"[""IP address: 10.102.104.62"", ""Port: 7090""]",7090,10.102.104.48,10.102.104.62,"[""TA0011""]"
13/09/2023 06:58,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,cpc121712-barn9-2-0-cust48.17-1.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:58,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: cpc121712-barn9-2-0-cust48.17-1.cable.virginm.net""]",55031,uk-mgmt-ad-1.mgmt.local,cpc121712-barn9-2-0-cust48.17-1.cable.virginm.net,"[""TA0011""]"
13/09/2023 06:58,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: cpc121712-barn9-2-0-cust48.17-1.cable.virginm.net""]",55031,uk-mgmt-ad-1.mgmt.local,cpc121712-barn9-2-0-cust48.17-1.cable.virginm.net,"[""TA0011""]"
13/09/2023 06:58,Internal Network,Lateral Movement,,172.30.80.91,TCP,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",80,cpc121712-barn9-2-0-cust48.17-1.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:58,Port Mis-use,,,10.5.141.11,SSH,"[""IP address: 10.5.141.11"", ""Port: 6973""]",6973,10.5.141.10,,"[""TA0011""]"
13/09/2023 06:58,Login Success,Lateral Movement,,10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",36213,10.5.141.11,,"[""TA0008""]"
13/09/2023 06:55,Port Mis-use,,,192.168.141.53,HTTP,"[""IP address: 192.168.141.53"", ""Port: 8091""]",8091,192.168.113.12,scr-trn-ib-cb1.health.local,"[""TA0011""]"
13/09/2023 06:55,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",192.168.141.53,HTTP,"[""URL: http://scr-trn-ib-cb1.health.local:8091/pools/default/bucketsStreaming/session-cache?bucket_uuid=ac1f4f4c751c88eee32209b7abb0963b""]",8091,192.168.113.12,scr-trn-ib-cb1.health.local,
13/09/2023 06:53,Port Mis-use,,,172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:53,Port Mis-use,,,172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:53,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",152.114.96.151,HTTP,"[""URL: http://152.114.96.151:11000/credentials""]",11000,152.114.96.150,152.114.96.151,
13/09/2023 06:52,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 06:52,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 06:52,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 06:50,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:48,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:47,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:45,Internal Network,Lateral Movement,,172.30.80.91,TLS,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",443,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:45,DNS,,,192.168.141.53,DNS Response,"[""IP address: 192.168.141.53"", ""Domain: xlogr-ec1.xdr.trendmicro.com""]",59364,172.20.54.147,xlogr-ec1.xdr.trendmicro.com,"[""TA0011""]"
13/09/2023 06:44,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.24.244,HTTP,"[""URL: http://ncstest.northgateps.com:8000/api/editor/document?editorSessionID=1f7bd0a484a046d5b0a0386fc0bc0e9e000731694587419296JenO5d23cl3ZNuNhOjQRtZHbxwPVmQJFjxmW2jruORhNwjyxxs""]",8001,172.30.24.253,ncstest.northgateps.com,
13/09/2023 06:44,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: xlogr-ec1.xdr.trendmicro.com""]",55927,172.20.54.147,xlogr-ec1.xdr.trendmicro.com,"[""TA0011""]"
13/09/2023 06:44,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.24.244,HTTP,"[""URL: http://ncstest.northgateps.com:8000/api/editor/document?editorSessionID=1f7bd0a484a046d5b0a0386fc0bc0e9e000731694587419296JenO5d23cl3ZNuNhOjQRtZHbxwPVmQJFjxmW2jruORhNwjyxxs""]",8001,172.30.24.253,ncstest.northgateps.com,
13/09/2023 06:43,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net""]",34549,uk-mgmt-ad-1.mgmt.local,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,"[""TA0011""]"
13/09/2023 06:43,Internal Network,Lateral Movement,,172.30.80.91,TCP,"[""Source Mobile OS: iPhone"", ""Accessed IP address: 172.30.80.91""]",80,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,,"[""TA0011""]"
13/09/2023 06:43,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net""]",34549,uk-mgmt-ad-1.mgmt.local,bary-05-b2-v4wan-168884-cust570.vm43.cable.virginm.net,"[""TA0011""]"
13/09/2023 06:43,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.24.244,HTTP,"[""URL: http://ncstest.northgateps.com:8000/api/editor/document?editorSessionID=1f7bd0a484a046d5b0a0386fc0bc0e9e000731694587419296JenO5d23cl3ZNuNhOjQRtZHbxwPVmQJFjxmW2jruORhNwjyxxs""]",8001,172.30.24.253,ncstest.northgateps.com,
13/09/2023 06:43,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.24.244,HTTP,"[""URL: http://ncstest.northgateps.com:8000/api/editor/document?editorSessionID=1f7bd0a484a046d5b0a0386fc0bc0e9e000731694587419296JenO5d23cl3ZNuNhOjQRtZHbxwPVmQJFjxmW2jruORhNwjyxxs""]",8001,172.30.24.253,ncstest.northgateps.com,
13/09/2023 06:43,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: ncstest.northgateps.com""]",42464,uk-mgmt-ad-1.mgmt.local,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: ncstest.northgateps.com""]",42464,uk-mgmt-ad-1.mgmt.local,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:43,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: contracts.canonical.com""]",47917,172.20.54.147,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: contracts.canonical.com""]",39949,172.20.54.147,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: contracts.canonical.com""]",58814,172.20.54.147,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: contracts.canonical.com""]",51653,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: contracts.canonical.com""]",55505,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: contracts.canonical.com""]",45916,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: contracts.canonical.com""]",39407,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: contracts.canonical.com""]",52390,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: contracts.canonical.com""]",38029,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:39,DNS,,,192.168.141.52,DNS Response,"[""IP address: 192.168.141.52"", ""Domain: contracts.canonical.com""]",51624,172.20.54.147,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",47856,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: motd.ubuntu.com""]",52092,172.20.54.148,motd.ubuntu.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",39593,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: motd.ubuntu.com""]",46154,172.20.54.148,motd.ubuntu.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: motd.ubuntu.com""]",47884,172.20.54.148,motd.ubuntu.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: motd.ubuntu.com""]",57498,172.20.54.147,motd.ubuntu.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: motd.ubuntu.com""]",44996,172.20.54.147,motd.ubuntu.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",42523,172.20.54.147,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",58423,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:38,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",47260,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",35733,172.20.54.147,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",48618,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",51055,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",37359,172.20.54.147,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",53719,172.20.54.149,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",52593,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",60285,172.20.54.147,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,192.168.141.33,DNS Response,"[""IP address: 192.168.141.33"", ""Domain: ds200-en.fbs25.trendmicro.com""]",38908,172.20.54.148,ds200-en.fbs25.trendmicro.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",46666,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:37,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",41456,172.20.54.147,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:36,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",60549,172.20.54.149,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:36,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",34473,172.20.54.147,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:36,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",41908,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:36,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",51769,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:36,DNS,,,172.30.14.38,DNS Response,"[""IP address: 172.30.14.38"", ""Domain: contracts.canonical.com""]",36434,172.20.54.148,contracts.canonical.com,"[""TA0011""]"
13/09/2023 06:36,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.82.53,HTTP,"[""URL: http://152.114.70.252/""]",83,172.30.81.72,152.114.70.252,
13/09/2023 06:35,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: 185-189-182-234.rdns.connect-to-cloud.net""]",56771,uk-mgmt-ad-1.mgmt.local,185-189-182-234.rdns.connect-to-cloud.net,"[""TA0011""]"
13/09/2023 06:35,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: 185-189-182-234.rdns.connect-to-cloud.net""]",56771,uk-mgmt-ad-1.mgmt.local,185-189-182-234.rdns.connect-to-cloud.net,"[""TA0011""]"
13/09/2023 06:35,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: 185-189-182-234.rdns.connect-to-cloud.net""]",56771,uk-mgmt-ad-1.mgmt.local,185-189-182-234.rdns.connect-to-cloud.net,"[""TA0011""]"
13/09/2023 06:35,DNS,,,172.29.100.158,DNS Response,"[""IP address: 172.29.100.158"", ""Domain: 185-189-182-234.rdns.connect-to-cloud.net""]",56771,uk-mgmt-ad-1.mgmt.local,185-189-182-234.rdns.connect-to-cloud.net,"[""TA0011""]"
13/09/2023 06:35,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.80.61,HTTP,"[""IP address: 172.30.80.61"", ""Port: 443""]",443,185-189-182-234.rdns.connect-to-cloud.net,,"[""TA0011""]"
13/09/2023 06:34,Hard-coded IP address,,,172.30.82.53,HTTP,"[""URL: http://152.114.70.252/assets/images/favicon.ico""]",83,172.30.81.72,152.114.70.252,"[""TA0011""]"
13/09/2023 06:34,Hard-coded IP address,,,172.30.82.53,HTTP,"[""URL: http://152.114.70.252/.well-known/security.txt""]",83,172.30.81.72,152.114.70.252,"[""TA0011""]"
13/09/2023 06:34,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.82.53,HTTP,"[""URL: http://152.114.70.252/sitemap.xml""]",83,172.30.81.72,152.114.70.252,
13/09/2023 06:34,Hard-coded IP address,,,172.30.82.53,HTTP,"[""URL: http://152.114.70.252/sitemap.xml""]",83,172.30.81.72,152.114.70.252,"[""TA0011""]"
