Logged,eventSubClass,pAttackPhase,tags,dhost,app,remarks,dpt,shost,hostName,tacticId
13/09/2023 08:08,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",5917,10.5.141.11,,"[""TA0008""]"
13/09/2023 08:07,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",25319,10.5.141.10,,"[""TA0008""]"
13/09/2023 08:06,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.24.244,HTTP,"[""URL: http://ncstest.northgateps.com:8000/api/editor/document?editorSessionID=87204fa2c2d54e1681d6f39f2eccd833000091694591991223gEV0mnGpfsdEhfsQAaVetnWBCKBnrIqjfNQUIH16KZOncNQtmy""]",8001,172.30.24.253,ncstest.northgateps.com,
13/09/2023 08:06,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",32013,10.5.141.11,,"[""TA0008""]"
13/09/2023 08:05,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.24.244,HTTP,"[""URL: http://ncstest.northgateps.com:8000/api/editor/document?editorSessionID=87204fa2c2d54e1681d6f39f2eccd833000091694591991223gEV0mnGpfsdEhfsQAaVetnWBCKBnrIqjfNQUIH16KZOncNQtmy""]",8001,172.30.24.253,ncstest.northgateps.com,
13/09/2023 08:05,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",59585,10.5.141.10,,"[""TA0008""]"
13/09/2023 08:05,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10"", ""Port: 6973""]",6973,10.5.141.11,,"[""TA0011""]"
13/09/2023 08:04,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",152.114.96.151,HTTP,"[""URL: http://152.114.96.151:11007/RPC2""]",11007,152.114.96.150,152.114.96.151,
13/09/2023 08:04,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",152.114.96.151,HTTP,"[""URL: http://152.114.96.151:11007/RPC2""]",11007,152.114.96.150,152.114.96.151,
13/09/2023 08:04,Internal Network,Lateral Movement,,172.30.82.52,TCP,"[""Source Mobile OS: Linux x86_64"", ""Accessed IP address: 172.30.82.52""]",83,172.30.81.72,,"[""TA0011""]"
13/09/2023 08:04,Internal Network,Lateral Movement,,172.30.82.52,TCP,"[""Source Mobile OS: Linux x86_64"", ""Accessed IP address: 172.30.82.52""]",83,172.30.81.72,penaltynotice.homeoffice.gov.uk,"[""TA0011""]"
13/09/2023 08:04,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.29.100.99,TLS,"[""IP address: 172.29.100.99"", ""Port: 5275""]",5275,172.29.100.158,,"[""TA0011""]"
13/09/2023 08:04,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11"", ""Port: 6973""]",6973,10.5.141.10,,"[""TA0011""]"
13/09/2023 08:04,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",7599,10.5.141.11,,"[""TA0008""]"
13/09/2023 08:03,Internal Network,Lateral Movement,,172.30.82.52,TCP,"[""Source Mobile OS: Linux x86_64"", ""Accessed IP address: 172.30.82.52""]",83,172.30.81.72,penaltynotice.homeoffice.gov.uk,"[""TA0011""]"
13/09/2023 08:03,Internal Network,Lateral Movement,,172.30.82.53,TCP,"[""Source Mobile OS: Windows 7 64bit"", ""Accessed IP address: 172.30.82.53""]",83,172.30.81.72,,"[""TA0011""]"
13/09/2023 08:03,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",10457,10.5.141.10,,"[""TA0008""]"
13/09/2023 08:03,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10"", ""Port: 6973""]",6973,10.5.141.11,,"[""TA0011""]"
13/09/2023 08:02,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.29.100.99,TLS,"[""IP address: 172.29.100.99"", ""Port: 5275""]",5275,172.29.100.158,,"[""TA0011""]"
13/09/2023 08:02,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10""]",60565,10.5.141.11,,"[""TA0008""]"
13/09/2023 08:02,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11"", ""Port: 6973""]",6973,10.5.141.10,,"[""TA0011""]"
13/09/2023 08:01,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: cdn.fwupd.org""]",38841,172.20.54.147,cdn.fwupd.org,"[""TA0011""]"
13/09/2023 08:01,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: cdn.fwupd.org""]",45803,172.20.54.148,cdn.fwupd.org,"[""TA0011""]"
13/09/2023 08:01,DNS,,,192.168.141.50,DNS Response,"[""IP address: 192.168.141.50"", ""Domain: cdn.fwupd.org""]",48067,172.20.54.148,cdn.fwupd.org,"[""TA0011""]"
13/09/2023 08:01,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.29.100.99,TLS,"[""IP address: 172.29.100.99"", ""Port: 5275""]",5275,172.29.100.158,,"[""TA0011""]"
13/09/2023 08:01,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.5.141.11,SSH,"[""IP address: 10.5.141.11""]",30225,10.5.141.10,,"[""TA0008""]"
13/09/2023 08:01,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.5.141.10,SSH,"[""IP address: 10.5.141.10"", ""Port: 6973""]",6973,10.5.141.11,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.254,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43508,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.24.244,HTTP,"[""IP address: 172.30.24.244"", ""Port: 8001""]",8001,172.30.24.253,ncstest.northgateps.com,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43500,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.53,SSH,"[""IP address: 10.102.104.53""]",49374,10.102.104.48,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.37,HTTP,"[""IP address: 172.30.14.37"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43494,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43480,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.21,HTTP,"[""IP address: 172.30.14.21"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.48,HTTP,"[""IP address: 10.102.104.48"", ""Port: 2380""]",2380,10.102.104.47,etcd2,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43472,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.47,HTTP,"[""IP address: 10.102.104.47"", ""Port: 2380""]",2380,10.102.104.48,etcd1,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43462,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",10.102.104.47,HTTP,"[""URL: http://http/etcdserverpb.Maintenance/Defragment""]",2379,10.102.104.48,http,
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.37,HTTP,"[""IP address: 172.30.14.37"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.37,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.127.9,HTTP,"[""IP address: 10.102.127.9"", ""Port: 8888""]",8888,10.102.127.10,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.47,HTTP,"[""IP address: 10.102.104.47"", ""Port: 2379""]",2379,10.102.104.48,http,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.82.53,HTTP,"[""IP address: 172.30.82.53"", ""Port: 83""]",83,172.30.81.72,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.48,HTTP,"[""IP address: 10.102.104.48"", ""Port: 2380""]",2380,10.102.104.47,etcd2,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.48,HTTP,"[""IP address: 10.102.104.48"", ""Port: 2380""]",2380,10.102.104.49,etcd2,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.82.52,HTTP,"[""IP address: 172.30.82.52"", ""Port: 82""]",82,172.30.81.72,,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43454,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.65,POP3,"[""IP address: 192.168.141.65"", ""Port: 58718""]",58718,192.168.141.33,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.82.53,HTTP,"[""IP address: 172.30.82.53"", ""Port: 82""]",82,172.30.81.73,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.21,HTTP,"[""IP address: 172.30.14.21"", ""Port: 81""]",81,172.30.14.5,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",152.114.96.151,TLS,"[""IP address: 152.114.96.151"", ""Port: 11002""]",11002,152.114.96.150,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.91,HTTP,"[""IP address: 172.30.2.91"", ""Port: 81""]",81,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",152.114.96.151,TLS,"[""IP address: 152.114.96.151"", ""Port: 11000""]",11000,152.114.96.150,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.82.52,HTTP,"[""IP address: 172.30.82.52"", ""Port: 82""]",82,172.30.81.73,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",152.114.96.151,TLS,"[""IP address: 152.114.96.151"", ""Port: 11000""]",11000,152.114.96.150,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.49,HTTP,"[""IP address: 10.102.104.49"", ""Port: 2380""]",2380,10.102.104.48,etcd3,"[""TA0011""]"
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.14.22,HTTP,"[""URL: http://reg-uat-nnr-cb1.health.local:8091/pools""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.14.22,HTTP,"[""URL: http://reg-uat-nnr-cb1.health.local:8091/pools/default?uuid=3c115021e0f88026e1a43d8a77a9aea5""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.22,HTTP,"[""IP address: 172.30.14.22"", ""Port: 8091""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,"[""TA0011""]"
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",172.30.14.22,HTTP,"[""URL: http://reg-uat-nnr-cb1.health.local:8091/pools""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.47,HTTP,"[""IP address: 10.102.104.47"", ""Port: 2380""]",2380,10.102.104.48,etcd1,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.92,HTTP,"[""IP address: 172.30.2.92"", ""Port: 87""]",87,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.91,HTTP,"[""IP address: 172.30.2.91"", ""Port: 88""]",88,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.22,HTTP,"[""IP address: 172.30.14.22"", ""Port: 8091""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.22,HTTP,"[""IP address: 172.30.14.22"", ""Port: 8091""]",8091,172.30.14.28,reg-uat-nnr-cb1.health.local,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.92,HTTP,"[""IP address: 172.30.2.92"", ""Port: 81""]",81,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.59,POP3,"[""IP address: 192.168.141.59"", ""Port: 62014""]",62014,192.168.141.33,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.94,HTTP,"[""IP address: 172.30.2.94"", ""Port: 86""]",86,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.52,HTTP,"[""IP address: 192.168.141.52"", ""Port: 8091""]",8091,192.168.113.11,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.59,POP3,"[""IP address: 192.168.141.59"", ""Port: 62013""]",62013,192.168.141.33,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.52,HTTP,"[""IP address: 192.168.141.52"", ""Port: 8091""]",8091,192.168.113.11,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.65,POP3,"[""IP address: 192.168.141.65"", ""Port: 58713""]",58713,192.168.141.33,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.45,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.51,HTTP,"[""IP address: 10.102.104.51"", ""Port: 40050""]",40050,10.102.104.48,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.65,POP3,"[""IP address: 192.168.141.65"", ""Port: 58712""]",58712,192.168.141.33,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.52,HTTP,"[""IP address: 192.168.141.52"", ""Port: 8091""]",8091,192.168.113.11,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.94,HTTP,"[""IP address: 172.30.2.94"", ""Port: 83""]",83,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.82.52,HTTP,"[""IP address: 172.30.82.52"", ""Port: 83""]",83,172.30.81.73,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.10,HTTP,"[""IP address: 172.30.3.10"", ""Port: 83""]",83,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.10,HTTP,"[""IP address: 172.30.3.10"", ""Port: 87""]",87,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.45,couchbase,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.14.38,HTTP,"[""IP address: 172.30.14.38"", ""Port: 8091""]",8091,172.30.14.45,couchbase,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.53,SSH,"[""IP address: 10.102.104.53""]",49372,10.102.104.48,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",192.168.141.59,POP3,"[""IP address: 192.168.141.59"", ""Port: 62011""]",62011,192.168.141.33,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.91,HTTP,"[""IP address: 172.30.2.91"", ""Port: 87""]",87,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.92,HTTP,"[""IP address: 172.30.2.92"", ""Port: 88""]",88,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.46,HTTP,"[""IP address: 10.102.104.46"", ""Port: 8090""]",8090,10.102.104.48,10.102.104.46,"[""TA0011""]"
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",10.102.104.49,HTTP,"[""URL: http://http/etcdserverpb.Maintenance/Defragment""]",2379,10.102.104.48,http,
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.2.93,HTTP,"[""IP address: 172.30.2.93"", ""Port: 82""]",82,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.46,HTTP,"[""IP address: 10.102.104.46"", ""Port: 8090""]",8090,10.102.104.48,10.102.104.46,"[""TA0011""]"
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",192.168.141.53,HTTP,"[""URL: http://scr-trn-ib-cb1.health.local:8091/pools/default/buckets""]",8091,192.168.113.12,scr-trn-ib-cb1.health.local,
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.11,HTTP,"[""IP address: 172.30.3.11"", ""Port: 81""]",81,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Login Success,Lateral Movement,"[""XSAE.PDI-100119-4443"",""threat.pua"",""mitre.t1021.004""]",10.102.104.48,SSH,"[""IP address: 10.102.104.48""]",43442,10.102.104.53,,"[""TA0008""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",172.30.3.11,HTTP,"[""IP address: 172.30.3.11"", ""Port: 84""]",84,172.30.3.68,,"[""TA0011""]"
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.104.49,HTTP,"[""IP address: 10.102.104.49"", ""Port: 2379""]",2379,10.102.104.48,http,"[""TA0011""]"
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",192.168.141.53,HTTP,"[""URL: http://scr-trn-ib-cb1.health.local:8091/pools/default?uuid=3c115021e0f88026e1a43d8a77a9aea5""]",8091,192.168.113.12,scr-trn-ib-cb1.health.local,
13/09/2023 08:00,,,"[""MITRE.T1071"",""XSAE.F2061"",""MITRE.T1071.003""]",10.102.104.48,HTTP,"[""URL: http://http/etcdserverpb.Maintenance/Defragment""]",2379,10.102.104.49,http,
13/09/2023 08:00,Port Mis-use,,"[""MITRE.T1071.001"",""XSAE.F4482"",""MITRE.T1008"",""MITRE.T1571""]",10.102.127.9,HTTP,"[""IP address: 10.102.127.9"", ""Port: 8888""]",8888,10.102.127.10,,"[""TA0011""]"
